,date,promoter,strain,atc_ngml,xan_mgml,mean_FITC,fold_change
0,20190201,28yfp,dilution,10.0,0.0,21965.323361384468,0.9104135205776542
1,20190201,28yfp,auto,10.0,0.0,23547.460561059193,0.9759895685280792
2,20190201,28yfp,dilution,10.0,5.0,44617.540675826545,1.8492972590427479
3,20190201,28yfp,dilution,10.0,8.0,44145.21491602942,1.8297204128128224
4,20190201,28yfp,dilution,10.0,0.1,22067.959300489278,0.9146675506741323
5,20190201,28yfp,dilution,10.0,2.0,34192.51034990052,1.4172030710809778
6,20190201,28yfp,dilution,10.0,7.0,43971.654669565985,1.8225267288221332
7,20190201,28yfp,dilution,10.0,4.0,44018.20599064374,1.824456176953293
8,20190201,28yfp,delta,10.0,0.0,24126.754342848013,1.0
9,20190201,28yfp,dilution,10.0,1.0,31083.64920755299,1.2883477307326767
10,20190201,28yfp,dilution,10.0,0.5,23464.101320178965,0.9725345144542626
11,20190201,28yfp,dilution,10.0,6.0,39818.952070865846,1.6504064950066328
12,20190201,28yfp,dilution,10.0,10.0,43809.99052729704,1.815826111740712
13,20190201,28yfp,dilution,10.0,3.0,38193.813050259254,1.5830481177664577
